1090	com.cleanmaster.mguard;com.gameloft.android.ANMP.GloftSIHM	boost my phone to play spiderman.	this my phone to play spider-man (0.83911705)
1108	com.cleanmaster.mguard;com.yodo1.crossyroad	Run Clean Master. Play CrossyRoad.	run clean master (1) play Crossy Road
1109	com.cleanmaster.mguard;com.yodo1.crossyroad	Boost ram for CrossyRoad and play it.	boost RAM for crosshair Road in and play (0.84881675)
1110	com.gameloft.android.ANMP.GloftSIHM;com.android.vending	Play spiderman. Update Spiderman.	play spider-man (0.86251092) update Spiderman
1111	com.android.browser;com.wolfram.android.alpha	Alright. look up the integral of one over the natural log of x. show me the graph of that function in WolframAlpha.	look up the integral of 1 over the natural log of X (0.96346563) show me the graph of that function in Wolfram Alpha
1112	com.android.vending;com.wolfram.android.alpha	look up what calculus apps are available. Download WolframAlpha WolframAlpha.	look up what Calculus apps are available download Wolfram Alpha from Alpha
1113	com.android.vending;com.wolfram.android.alpha	download the highest rated apps on play store. Download the Flappy Bird while we were here. But download the highest rated calculus app on app store.	download the highest rated app on the Play Store (0.95208335) download flappy bird over here but I don't have the highest rated calculus app on the App Store (0.91754639)
1114	com.android.mms;com.snapchat.android	text Brooke. Hey babe. send Brooke a selfie. Snapchat.	text Brooke (0.8813898) hey babe (0.95289612) Sunbrook a selfie (0.92020375) snapchatter (0.5703311)
1115	com.shazam.android;com.android.vending	Shazam the song playing right now. Download that song in. Download that song in the play store.	Shazam the song playing right now (0.98746341) download that song and download the song in the Play Store (0.83535951)
1116	com.android.mms;com.android.contacts;com.android.browser;call	Read it to me. alright. Look up Veltres' number in my contacts. Damn. Google Veltres on Google Chrome. Alright. Call that number then.	read to me alright look up vocelli's number damn Google vocelli's on Google Chrome (0.94343996) I called a number line
1117	com.android.mms;com.android.contacts;com.android.browser;call	Alright. Read it to me. Alright. Call Veltres. shit. look up Veltres' number and call it.	I read it to me (0.89416933) polish delis (0.806871) s*** look up for Chili's number in college (0.84781611)
1118	com.android.browser;com.google.android.youtube;com.android.vending;com.clearchannel.iheartradio.controller	look up twilight zone by golden earring. Play the music video on Youtube. song is sweet. download it from play store. listen to golden earring radio on iHeartRadio.	look up Twilight Zone by Golden Earring (0.987629) who plays music video on YouTube (0.91819859) hot song with sweet a download from Play Store listen to Golden Earring radio on I Heart Radio (0.97163719)
1119	com.cleanmaster.mguard;com.yodo1.crossyroad	play crossyroad with as much ram as possible.	clay Crosse he rode with as much as possible (0.75581044)
1120	com.google.android.gm;com.android.browser	Read my emails for me. Open it up. That sounds boring. Take me there. Swag.	read my emails for me (0.98253518) open it up (0.96636683) who are the sons of Korah in take me there swag (0.82566512)
1121	com.android.vending;com.yuechuan.freedots	give me the hottest game on the app store. Download that for me then.	give me the hardest game on the App Store (0.96675903) who download that for me then (0.88218266)
1122	com.android.mms	text Brooke for me. You're a poop head.	text book for me you're a poop head (0.98188937)
1123	com.android.mms;call	text Ash for me. You are jackass. now call him. Can you call cellphone for me?	 text ads for me you're a jackass (0.96642828) Nicole (0.78595507)
1124	com.android.mms;call	text Brooke. are you free to talk right now? Alright well call her. Call her cellphone.	text Brooke (0.8581742) are you free to talk right now (0.98532474) colon Corso phone duh (0.63361484)
1125	com.sec.android.app.clockpackage;com.fitbit.FitbitMobile;com.sec.android.app.popupcalculator;com.fitbit.FitbitMobile	open fitbit for me What time is it? Cool. How many steps do I have to take in an hour to get ten thousand? See how many steps Brooke has on fitbit.	open Fitbit to mean or what time is it how many steps does it take an hour to get 10000 (0.93650383) 70 steps up brooke has on Fitbit
1126	com.android.mms;com.fitbit.FitbitMobile;com.android.mms	setup a group message for my family. Get on my level. Alright now see how many steps I have on fitbit. Text them again and say pick up their slack.	set up a group message for my family get on my level (0.9613443) I know so many steps I have on Fitbit (0.92165822) text him again and say to pick up their slack
1127	com.android.mms;com.fitbit.FitbitMobile	tell my family to step up the game. Read it to me go check if he is lying. I have got to step my game up.	tell my family instead of the game read it to me (0.95951498) all go to see if he's lying how to step my game up
1128	com.android.browser;com.wolfram.android.alpha	look up the integral of show me a graph of the integral from 0 to 8 of x d x. Now calculate that for me in wolfram.	look up the integral of (0.86528242) show me a graph of the integral from 0 to 8 of X DX (0.97397697)
1129	com.cleanmaster.mguard;com.gameloft.android.ANMP.GloftSIHM	Play play spiderman and make sure it doesn't lag on me.	play play Spiderman to make sure doesn't lag on me
1130	com.cleanmaster.mguard;com.gameloft.android.ANMP.GloftSIHM	play spiderman and make sure it doesn't freeze.	play spider-man and make sure it doesn't freeze (0.90650481)
1131	com.google.android.gm;com.android.mms;com.google.android.gm	Alright email john and matt about civil engineering. Alright can you text john and ask for mike's email? Can you add that can you add his email to the email list?	Ida email John Mayer John and not about civil engineering (0.9189027) I don can you text John and ask for Mike's email can you add that he read his email to the email list
1132	com.android.mms;com.google.android.gm	text Matt to check his email. Alright now check my email. Alright well read them to me.	um a text message check his email (0.90340108) I don't check my email (0.93963563) Bible reading to me
1133	com.android.mms;call	ask Ash if it's cool to call him. Call him then. His cellphone.	ask a chef is called a column Kawkawlin (0.61307883) his cell phone (0.85828662)
1134	com.android.mms;com.snapchat.android	send out a group message to Alex Brooke and Sean. Turn up on Friday. Send all of them a picture of the beer mountain.	send out a group message to Alec Brook and Shawn (0.71715331) turn up on Friday (0.98210096) uh (0.78785074)
1135	com.android.mms;com.google.android.gm	text Matt and John. Send me your data for the engineering project on email. Now open up my email. open up their attachments to see what they sent.	um text Matt and John send me your data for the engineering project on email (0.95051754) now open up my email (0.95655251) um open up their attachments to see with a son (0.86701298)
1136	com.android.mms;com.snapchat.android	text Brooke and tell her she is cute. now send her a selfie of me.	text Brooke and tell her she's cute (0.98273486) loss under a selfie of me
1137	com.shazam.android;com.google.android.youtube	Song sweet. What is it? Can you look that up for me?	the song sweet what is it (0.66371131) who killed the rapper me
1138	com.sec.android.gallery3d;com.android.mms	Take a picture of the wall. and send it to Brooke.	take a picture of the wall (0.98035383) Samantha Brooke
1139	com.android.browser;com.sec.android.app.videoplayer	look up snowboarding videos for me. Download the most popular one.	look up snowboarding videos for me (0.96306992) download the most popular one (0.95562476)
1140	com.fitbit.FitbitMobile;com.android.mms	tell me how many steps I got and then tell my parents how well I am doing.	tell me how many steps I go in then I tell my parents I was doing
1141	com.android.browser;com.android.mms	look up a best place to vacation and then send the top result to Brooke.	um look up the best places to vacation in the Sun boat top result the brook (0.85945362)
1142	com.android.vending;com.yuechuan.freedots	Alright whats the highest rated game on the app store right now? Alright get that for me then open it up.	what's the highest rated game on the App Store right now (0.95769334) get that for me than opening up (0.83452213)
1143	com.android.mms;com.snapchat.android	send Brooke a text. How are you? Now snach-snapchat her a selfie of me.	send Brooke a text (0.97572196) how are you (0.9521873) Nosaj snapchat a selfie of me (0.90665334)
1144	com.android.mms;com.fitbit.FitbitMobile	Tell my family to step their game up. Now see how many steps I actually have.	tell my family to step your game up (0.91449267) Yosemite steps actually have (0.8730917)
1145	com.android.mms;com.android.browser;com.android.mms	See if Brooke texted me. Open it for me and what does it she say. Alright can you open that for me then. Tell her this video was sweet.	Seabrook texting me (0.82682103) open it for me what it was she said ri can you open the parade on photos video with sweet (0.81351066)
1146	com.fitbit.FitbitMobile;com.android.mms	How many steps do I have today? Aw nice tell my family they're sus.	how many steps do I have today (0.98508507) nice to my family their sauce (0.96455747)
1147	com.android.browser;com.infraware.polarisviewer4	go to my google drive. go to my project folder and download the latest update from what my group posted.	go to my Google Drive (0.98762906) go to my project folder in a download the latest update from the former group posted (0.82072884)
1148	com.android.browser;com.android.mms;com.android.browser;com.android.mms	look up fancy state parks or fun state parks to visit to. send most visited link to Brooke. Now look up cheap hotel rates. Send the most popular again to Brooke.	look up fancy state parks are fun state parks to visit to (0.85754186) send the most visited link to Brooke (0.9274559) now look up cheap hotel rates (0.94131464) cinemas popular link account to Brooke (0.55746228)
1149	cmu.troy.androidlogger;com.google.android.gm	Send my logs to LACAS CMU	semi log stylics CMU (0.85003984)
1150	com.google.android.gm;com.android.browser;com.google.android.gm	Check my email from my groupmates for my civil project. Look up look up a picture of commonly used trusses. Now can you send that to my groupmates in gmail.	check my email from my group mates for my city project (0.94650328) um look up look up a picture of commonly used trusses (0.92096806) knocking someone to my group mates in Gmail
1151	com.yodo1.crossyroad;com.sec.android.app.camera	lets play Crossyroad. Oh nice I got a high score. Take a screenshot of that.	display cross the road (0.58885145) but nice to get a high-score take a screenshot of that (0.89189738)
1152	com.android.browser;com.sec.android.app.camera;com.android.browser	take me to slader dot com. Alright now open up my most recent picture from the gallery. Now let's go back to slader dot com.	take me to hustler.com (0.99072182) right now I open up my most recent picture from the gallery (0.97064012) now it's going back to slater.com
1153	com.cleanmaster.mguard;com.gameloft.android.ANMP.GloftSIHM	lets play some spiderman and make sure its the fastest possible.	sportsman's spider-man and make sure it's the fastest possible (0.83982724)
1154	com.android.mms;com.fitbit.FitbitMobile	tell Brooke she's sus. Now see how many steps I have today.	Tobruk cheese sauce (0.80580109) now I see my steps have today (0.88310224)
1155	com.android.mms;com.snapchat.android	tell Brooke that this reminded me of her and then send her a snap of a picture I took.	Tobruk that this reminded me of her and then Center a snap of a picture I took
1156	com.google.android.gm;com.android.mms	check my latest emails. now text Eloy and tell him that email was stupid.	um check my latest emails (0.8555727) no texting law in town that email was stupid
1157	com.snapchat.android;com.android.mms;com.google.android.gm	Snap a picture to my groupmates of our bridge. Now text them that they're beat. Now check gmail to see if they posted anything.	snow picture to my group mates over bridge no texting that there that there be can I check Gmail to see if the person you think
1158	com.android.browser;com.android.vending;com.android.packageinstaller;com.android.settings	see what the most efficient launcher apps are. Alright download that for me from the play store Now lets make that my default launcher.	see what the most efficient launcher apps are (0.91740119) download free from Play Store now I know what's making my default launcher
1159	com.android.vending;com.katecca.screenofflock;com.android.settings	Let's see if there's an application uses my that will work as a lock screen. Oh can you download that for me then. Alright now lets open it and allow it to run.	um receivers application that uses my work as a lock screen how can you download it for me on right now let's open it is not allowed to run (0.93556225)
1160	com.android.vending;com.airbnb.android;com.weather.Weather;com.google.android.apps.maps	download AirBnB for me. Alright let's look up some of the most traveled places on it. Alright let's check the weather at those places. Alright lets see how long it takes to get to each of those places from here.	download Airbnb for me harlots look up bum soo most traveled places on it Arlis check the weather at those places right arm hurts up ceiling textured ticket prices from here (0.66459095)
1161	com.airbnb.android;com.google.android.apps.maps	Let's look up places to stay near Shennadoa on AirBnB. Let's see how long it takes to get there.	um what's a good places to stay near Shenandoah on Airbnb Wasilla it takes to get there
1162	com.airbnb.android;com.android.mms;com.android.browser;com.android.chrome;com.android.mms	Let's look up my favorited locations on AirBnB. Now tell Brooke to check this out. let's look up some pictures of Shenadoa. And send her the first one that comes up.	what some look up my are favorited locations on Airbnb (0.86811829) Noah Tobruk to check this out (0.82186365) what's look up some pictures of Shenandoah (0.95652533) and I said you're the first one that comes up
1163	com.fivehundredpx.viewer;com.android.settings	Let's look up some cool pictures on fivehundredpx. that one looks cool set it as my wall paper.	um zapatos backwards some cool pictures on 500px who owned the school set as my wallpaper (0.90975344)
1164	com.airbnb.android;com.android.mms;com.android.chrome;com.android.mms;com.snapchat.android;com.android.mms	Let's look up my favorited places on AirBnB. Text Brooke that we should go there. Let's look at show me some pictures of Uwahorrie National Forest. And send her the first two. Now take a snapchat of the sky. And then tell her I miss her.	let's look up my favorite places on Airbnb (0.94727576) text Brooke that we should go there (0.94027334) show me some pictures of Uwharrie National forest in a center the first two now I take a snapshot of the sky (0.95879358) in and tell her I miss her (0.86334848)
1165	com.android.mms;com.google.android.youtube;com.android.mms	text Brooke Peep this shit. Now look up thrasher magazine on youtube. And send her a link to the video. Then send her that first send her the links to the next couple videos too.	text Brooke people s*** now i look up Thrasher Magazine on youtube in a center link to the video CenterLight for CenturyLink for the next couple videos 2
1166	com.fivehundredpx.viewer;com.sec.android.gallery3d;com.android.settings	alright let's look up some of the newest pictures on Fivehundredpx. Alright now open the most popular one and take a sceenshot of it for me. Alright now let's set that as my new wall paper.	um I would look up some of the newest up pictures on 500px open up the most popular one in a take a screenshot of it for me right now what's up something is money wallpaper (0.89550936)
1167	com.android.chrome;com.google.android.youtube	Look up Bobby Schmerda. open up the first music video link. That was sweet let's open up the next link for me.	um look up Bobby shmurder (0.9829405) open up the first music video link (0.97948468) that was sweet that's for me
1168	com.android.contacts;call;com.android.mms	call Prather for me. Call his cellphone. shit text him that he's a bitch.	call printer for me (0.91359562) call cell phone how should I text him that he's a bitch (0.91639012)
1169	com.android.mms;call	ask Brooke if its cool to call her. What did it say. nice call Brooke then. Call her cellphone.	Asperger's and school color what it's a nice call Brooklyn (0.90948814) car cell phone (0.81970817)
1170	com.fivehundredpx.viewer;com.android.chrome	lets look up some landscape pictures on fivehundredpx. where is this one from?	um let's look up some landscape pictures on 500px (0.93260425) who wears a where's this one from
1171	com.google.android.apps.maps;com.android.mms	What bus should I take from my current location to get back to CMU? Text Krista to tell her I'll be back to work soon.	what bus should I take from my current location to get back to CMU (0.98549473) text crystal and tell her that I will be back to work soon (0.96504849)
1172	com.android.mms;call	Text Kelly meet me outside i'll be back in a few minutes. Call Kelly. Work.	text Kelly meet me outside of a back in a few minutes (0.89025259) call Kelly (0.83142042) work (0.8485406)
1173	com.android.vending;com.google.android.apps.docs	Download Google Drive. open excel file Student List.	download Google Drive (0.98762912) open excel file student list (0.83876294)
1174	com.android.mms;call	Text Kelly to answer her phone. Call Kelly at work.	text Kelly the answer her phone (0.89716291) call Kelly at work (0.98119485)
1175	com.sec.android.app.camera;com.android.mms;com.facebook.katana	Take picture. Text picture to Krista. Upload picture to facebook.	take picture (0.96372652) text picture to Krista (0.87559384) upload picture to Facebook (0.85100842)
1176	call	call Kelly at work.	call Kelly at work (0.97966313)
1177	com.android.mms;com.google.android.youtube;com.android.mms	Open the link. Text Krista that's funny.	open link (0.84131294) text Chris cell that's funny (0.9732275)
1178	com.sec.android.app.camera;com.android.mms	Take picture. Text picture to Chris at home.	take picture (0.9746089) text picture to Chris at home (0.84200543)
1179	com.android.mms;com.sec.android.gallery3d	Attach first picture in gallery to text to Chris at home.	attach first picture in gallery to text to Chris at home (0.95079988)
1180	com.sec.android.app.camera;com.android.mms	Take picture. And text picture to Chris at Home.	take picture (0.98084056) send text picture to Chris at home (0.97498184)
1181	com.sec.android.app.camera;com.android.mms	Take picture. Text to Krista at Home.	take picture (0.9895649) send text to Krista at home (0.92896622)
1182	com.sec.android.gallery3d;com.sec.android.app.camera	View picture gallery. Exit gallery. And close camera.	have you picture gallery (0.64861667) exit gallery (0.85424554) clothes camera (0.98738086)
1183	com.zynga.wwf2.free;com.android.chrome;com.zynga.wwf2.free	Open words with friends. Close words with friends and open Chrome. All words starting with z. close chrome open words with friends.	open words with friends (0.9847247) close words with friends on open Chrome mo words starting with C (0.91763926) the close Chrome open words with friends
1184	call;me.lyft.android	Answer Call. End call. use lyft to check progress. open Lyft app. Confirm five dollar tip.	mn circle (0.54640388) interCall I just left the check progress (0.88301229) open lyft app (0.9064526) and confirm $5 tip (0.97094762)
1185	com.android.contacts;call;com.android.mms	View Call logs from yesterday. call the first number. text Chris were not going to pepboys.	view call logs from yesterday call the first number (0.98130989) text chris you're not going to pep boys
1186	com.sec.android.app.camera;com.android.mms	Take picture. Text picture to Krista.	take picture (0.96118402) text picture to Krista (0.82723868)
1187	com.sec.android.gallery3d;com.android.mms	Open Gallery. Text third picture to Chris at home.	open gallery (0.98762906) M textured picture to Chris at home (0.82342088)
1188	com.sec.android.app.camera;com.android.mms;com.sec.android.app.camera;com.android.mms	Take picture. Text to Krista at home. Take picture. Text to Chris at home.	take picture (0.99381453) text to Krista at home (0.81294328) take picture (0.97587836) text to Krista at home (0.7551446)
1189	com.netflix.mediaclient;com.android.mms;com.netflix.mediaclient;com.android.mms;com.netflix.mediaclient	Open Netflix. Select Melrose Place. Season 2 Episode 1. Cast episode to living room tv. Text krista i'm watching Melrose place. Resume episode on netflix. Text krista this is funny. Resume episode of Netflix.	open Netflix (0.98762906) flex Melrose Place season 2 episode 1 (0.93423605) acast episode 2 living room TV (0.80803305) text Krista I'm watching Melrose Place (0.97430199) everything episode on Netflix text Chris that this is funny resume episode Netflix (0.98618603)
1190	me.lyft.android;com.google.android.gm;com.ridecharge.android.taximagic	open Lyft. view account for historical price. Open Gmail. View email from Lyft. View email labeled receipt . Read email. Close Email. Open Taxi Magic. View Account. View Historical Pricing. view receipt for last ride. Close Taximagic.	open lyft (0.88649786) view account for historical price (0.79610044) open gmail (0.97868574) review email from left view e-mail labeled receipt the read email (0.91289902) close email (0.94387949) open taxi magic (0.98762912) view account (0.95963943) view historical pricing (0.87578493) av receiver last ride (0.84220481) closest taxi magic (0.86398917)
1191	com.android.mms;com.android.chrome;com.android.mms;com.android.chrome	open link. Close Chrome.	open link (0.68691468) the clothes from (0.65399092)
1192	com.imdb.mobile;com.android.mms	Open IMBD. look up cast list for tv series Galavant. Text link to Krista.	open IMDB (0.96055204) look up cast list for TV series galavant text link to Krista (0.84287846)
1193	com.sec.android.gallery3d;com.android.mms	Open Gallery. Text first photo to krista.	open gallery (0.98762906) mtex first photo to Krista (0.79635775)
1194	com.android.mms	Group text Krista and Kelly at home. I'm on my way.	I'm group text Krista and Kelly at home I'm on my way (0.97936589)
1195	com.android.vending;com.hulu.plus	Download a Hulu app from the Play Store. Open Hulu play first episode of the One Hundred.	download Hulu app from the Play Store open Hulu play the first episode of the 100 (0.98636216)
1196	com.sec.android.app.camera;com.android.mms	Open camera. Take picture. Text picture to Krista. No text.	open camera (0.98762906) take picture (0.9510603) text picture to Krista (0.88242805) no text (0.85704005)
1197	com.sec.android.app.camera;com.android.mms	Open camera. Take picture. Text picture to Krista with no text.	open camera (0.98762906) take picture (0.97692335) text picture of a crystal with no text (0.89206588)
1198	com.sec.android.app.camera;com.android.mms	Open camera. Take picture. " Text picture to Krista with a text ""this is the error""."	open camera (0.98762906) take picture (0.98634398) I'm text picture to Crystal with a text this is the air
1199	com.sec.android.app.camera;com.android.mms	Open camera. Take picture. Text the picture to Krista without text.	open camera (0.98762906) take picture (0.99458182) I'm text to picture to Crystal without text
1200	com.android.mms;com.sec.android.app.camera;com.android.mms;com.instagram.android	Read message. Open camera. Take picture. Text the picture to Krista with no text. Upload picture to Instagram. No text. Open picture in Instagram. close instagram	read message (0.98688877) open camera (0.98762906) take picture (0.93676162) text a picture to Crystal with no text upload picture to Instagram (0.92961639) no text open picture in Instagram (0.97687811) close Instagram (0.93855309)
1201	com.android.contacts;com.snrblabs.grooveip	Open contacts. View received calls. close phone. Open grooveip. View received calls. call second received call.	open contacts (0.98762906) view received calls Klos phone open groove IP (0.98762912) view received calls call second receive call (0.85376906)
1202	com.android.mms;com.sec.android.app.camera;com.android.mms	Read text. Open camera. Take picture. Text Krista picture with a text 1991.	free text open camera (0.98762906) take picture (0.9801724) text Krista picture with a text 1991 (0.94789827)
1203	com.skype.raider;call	Call home using skype.	um call home using Skype (0.86414874)
1204	com.android.vending	update apps on Google play.	update apps on Google Play (0.98540479)
1205	com.google.android.gm;com.android.browser;com.android.calendar;cmu.troy.androidlogger	Open Gmail. Read message. Click Click the link to the doodle pool. put me down for Thursday at 4 o'clock. Add that reminder to my calendar. open the open the log. Send the recent logs to L A C S.	open gmail (0.9787271) read message (0.98762906) click click the link to the doodle poll (0.97890651) put me down for Thursday at 4 o'clock (0.97827899) add a reminder to my calendar (0.9736281) open up the open log send all recent logs lacs (0.94977933)
1206	com.android.vending;com.android.settings	update Google Play apps. Clear cache from Facebook.	update Google Play apps (0.98762906) clear cache from Facebook (0.94421762)
1207	com.google.android.gm;com.android.browser;com.android.calendar	check my email. Read the read new messages. schedule me for Thursday at four o'clock. Set a reminder in my calendar and	check my email (0.99175268) read the read new messages (0.97418243) schedule me for Thursday at 4 o'clock set a reminder in my calendar and a
1208	com.android.mms;com.android.contacts	send a text message to 1231234567. Hey want to catch that movie on Saturday? Add 1231234567 to contacts. Mariana.	um send a text message to 123 1234567 hey want to catch that movie on Saturday add123 1234567 to contacts (0.84727675) Mariana (0.82003337)
1209	com.android.vending;com.sega.sonicjumpfever;com.igg.castleclash	Update apps on Google Play. Open Sonic Jump Fever. Close Sonic Jump Fever. Open Castle Clash. Close Castle Clash.	update apps on Google Play (0.98131639) open sonic jump fever (0.98762906) closest sonic jump fever (0.98762906) open castle clash (0.98762912) close castle clash
1210	com.android.calendar;com.android.mms	Check my schedule for Thursday. Text Marla that I am free on Thursday for anything.	check my schedule for Thursday (0.98762906) text Marla that I'm free on Thursday for anything
1211	com.android.calendar;com.android.mms	If I am free on Thursday text Marla that I am free.	if I'm free on Thursday text Marlo that I'm free (0.94077855)
1212	com.android.vending;com.android.settings;com.android.vending	update apps on Google Play. clear ... clear the cache and retry updating the apps.	update apps on Google Play (0.98539102) clear clear the cache and retry updating the apps
1213	com.android.vending;com.android.settings	Update apps on Google Play. Clear cache for all my apps.	update apps on Google Play (0.98621893) clear cache route for all my apps
1214	com.google.android.gm;com.android.browser;com.android.calendar	Open my open Gmail. Is it from L A C S? Schedule me for Thursday at 4. Remind me that remind me of that event on Thursday.	open my open gmail (0.95078635) is it from lacs (0.97236246) schedule me for Thursday at 4 (0.96764916) remind me that all remind me of the events on Thursday
1215	com.android.vending;com.android.settings	Update apps on Google play. Clear Cache.	update apps on Google Play (0.98622102) clear cache
1216	com.google.android.gm;com.android.browser	Check my Gmail. Is it from L A C S? follow the link to to the doodle and respond for 2:30 on Wednesday.	check my gmail (0.97140712) is it from lacs (0.97247267) umm follow the link to the doodle poll and respond for 2:30 on Wednesday (0.90584075)
1217	com.android.vending;com.android.settings	Update apps on google play and clear cache.	update apps on Google Play and clear cache (0.9865799)
1218	com.google.android.gm;com.android.browser	Check Gmail. Open up the email. Open up the link.	check Gmail (0.9801029) open up the email (0.96760494) open up the link (0.94087034)
1219	com.android.vending;com.android.settings;com.facebook.katana	Update Facebook on Google Play. Clear the cache and open up facebook.	update facebook on Google Play (0.98421592) clear the cache and open up Facebook (0.97557127)
1220	com.google.android.gm;com.android.browser;com.android.calendar;cmu.troy.androidlogger	Open Gmail. Who's it from? Follow the link to the doodle poll and give me the options. Put me down for Thursday at five pm. Set a reminder on my calender and send logs for all previous dates up until yesterday.	open gmail (0.98556018) who's a from (0.79520798) follow the link to the doodle poll and give me the options (0.9627378) put me down for Thursday at 5 p.m. set me set a reminder on my calendar and send logs for all previous dates up until yesterday
1221	com.android.vending;com.android.settings	Update apps on google play and clear cache.	update apps on Google Play and clear cache (0.9865762)
1222	com.google.android.gm;com.android.browser;com.android.calendar	Open up gmail. Is it from LACS? follow the link to the doodle poll and give me the options for dates. put me down for thursday at five pm and set a reminder on my calender.	open up Gmail (0.98413712) is it from lacs (0.96232718) follow the link to the doodle poll and give me the options for dates (0.96542376) put me down for Thursday at 5 p.m. and set a reminder on my calendar (0.98249167)
1223	com.android.mms	open up message. Text reply sorry I can't and add number to contacts.	open up message (0.97861177) text reply sorry I can't and add number to contacts (0.96517265)
1224	com.android.vending;com.sega.sonicjumpfever;com.igg.castleclash	Update sonic jump fever and castle clash. Open sonic jump fever. Close sonic jump fever and open up castle clash.	update sonic jump fever on Castle clash open sonic jump fever (0.98762906) closest sonic jump fever and open up Castle clash
1225	com.android.calendar;com.android.mms	What hours am I free on for saturday? text Marla that I am free from one to five.	what hours am I free on for Saturday (0.92588735) text my love that I am free from 1 to 5
1226	com.android.vending;com.android.settings;com.android.vending	Update apps on googleplay. clear cache and try updating again.	update apps on Google Play (0.9862231) clear cache and try updating again (0.98299915)
1227	com.android.mms;com.skype.raider	Open up text messages. Open up message. Call Vocelli pizza using skype.	open up text messages (0.98762906) open up message (0.94589525) call Vocelli pizza using Skype (0.9841677)
1228	com.google.android.gm;com.android.browser;com.android.calendar	Open up gmail. Whose it from? open the link in the email and give me the different dates available. Put me down for thursday at five pm and set a reminder on my calendar.	open up Gmail (0.98859185) who is it from (0.88677347) um open the link in the email and give me the different dates available (0.97207373) put me down for Thursday at 5 p.m. and set a reminder on my calendar (0.98157668)
1229	com.google.android.gm;com.android.browser;com.android.calendar	Open up gmail. tell me who the message is from. Follow the link and give me options for the next date. Put me down for thursday at five pm and add that to my calendar.	open up Gmail (0.9836573) tell me who the message is from follow the link and give me options for the next date put me down for Thursday at 5 p.m. and add that to my calendar (0.97404408)
1230	com.android.settings;com.android.browser	Connect to Amtrak wifi and open it. Open up to yahoo to check that it works.	connect to Amtrak Wi-Fi and open up in open up to Yahoo to check that it works
1231	com.android.settings;com.android.browser	connect amtrak wifi and open up yahoo.	connect to Amtrak Wifi and open up yahoo
1232	com.android.settings;com.android.vending	clear cache and update all apps on googleplay.	um clear cache and update all apps on Google Play (0.96647704)
1233	com.android.settings;com.android.vending	Clear cache and update all apps on googleplay.	clear cache and update all apps on Google Play (0.96912545)
