137 	com.android.vending;com.airbnb.android;com.google.android.apps.maps;com.airbnb.android;com.airbnb.android;com.android.vending;com.weather.Weather;com.weather.Weather;com.google.android.apps.maps;com.weather.Weather;com.google.android.apps.maps;com.weather.Weather	downloading air bnb and the weather channel then finding places [ monongahela national forest in elkins wv ] [ asheville nc ] [ uwharrie national forest in troy nc ] to travel to using google maps then finding places to stay using airbnb then checking the weather for those places pl
138 	com.airbnb.android;com.google.android.apps.maps;com.google.android.apps.maps;com.airbnb.android	using airbnb and google maps to find spring break locations [ national forest road 19 wv ] [ shenadoah national forest va }
139 	com.airbnb.android;com.android.mms;com.android.browser;com.android.chrome;com.android.mms	sharing spring break locations with brooke
140 	com.android.settings;com.fivehundredpx.viewer	changing my wallpaper
141 	com.snapchat.android;com.android.mms	talking with brooke
142 	com.sec.android.gallery3d;com.sec.android.gallery3d;com.sec.android.app.camera;com.sec.android.gallery3d	changing my wallpaper
143 	com.android.chrome;com.google.android.apps.docs;com.android.chrome;com.google.android.apps.docs;com.android.chrome;com.google.android.apps.docs;com.android.chrome;com.google.android.apps.docs;com.android.chrome;com.google.android.apps.docs	searching for and downloading lesson plans for moneythink
144 	com.android.mms;com.airbnb.android	sharing more spring break locations with brooke
145 	com.airbnb.android;com.android.mms;com.android.chrome;com.android.mms;com.snapchat.android;com.android.mms	sharing spring break ideas with brooke
146 	com.android.mms;com.groupme.android	messaging suren
147 	com.android.mms;com.groupme.android;com.android.mms;com.groupme.android	messaging brooke
148 	com.android.mms;com.google.android.youtube;com.android.mms;com.google.android.youtube;com.android.mms;com.android.chrome;com.android.mms;com.android.mms;com.android.chrome	sharing videos and other websites with brooke over text
149 	com.snapchat.android;com.android.mms	messaging brooke
150 	com.fivehundredpx.viewer;com.sec.android.gallery3d;com.fivehundredpx.viewer;com.sec.android.gallery3d;com.fivehundredpx.viewer;com.sec.android.gallery3d;com.android.settings	looking at taking screenshots then using pictures from 500px as wallpapers
151 	com.android.mms;outgoing_call;com.android.phone	calling jj
152 	com.fivehundredpx.viewer;com.android.chrome	finding an interesting place on 500px then using google to find more information on it
153 	com.android.chrome;com.google.android.youtube;com.android.chrome;com.google.android.youtube	looking up music videos
154 	com.android.mms;com.android.phone;outgoing_call	asking brooke if she can talk then calling her
155 	com.android.chrome;com.google.android.apps.maps	trying to find an address for our campsite at cherry springs
156 	com.snapchat.android;com.android.mms;com.android.mms	talking with steve
157 	com.google.android.youtube;com.instagram.android	looking for a certain skateboard video/clip
158 	com.sec.android.gallery3d;com.sec.android.app.videoplayer;com.sec.android.gallery3d	watching some of my saved videos
159 	com.snapchat.android;com.android.mms	messaging asher
160 	com.cleanmaster.mguard;com.ea.game.tetris2011_na	cleaning cache files before playing tetris to boost speed
161 	com.android.mms;com.snapchat.android	talking with brooke over various mediums of interaction
162 	com.google.android.gm;com.android.chrome	visiting a link in the email
163 	com.android.mms;com.snapchat.android	messaging with friends
164 	com.android.chrome;com.google.android.youtube	finding a video link then opening in youtube
165 	com.android.chrome;com.facebook.katana;com.google.android.youtube;com.facebook.katana;com.android.mms;com.facebook.katana	watching a youtube video on fb and reposting to someone else 's page
166 	com.facebook.orca;com.facebook.katana;com.lge.email	i went into my email to give suzy contact information about a website uberzonclub.com
167 	com.lge.camera;com.facebook.katana;com.android.calendar;com.android.mms;com.facebook.katana	pulling up a photo on camera to post on fb . keep calm and watch the chiefs lose calendar notification of steeler game starting
168 	com.android.contacts;com.android.mms;com.android.contacts	send a multimedia message to my sister . marci about the steeler game
169 	com.facebook.katana;com.google.android.youtube;com.facebook.katana;com.android.chrome	posted a happy birthday video to someone 's facebook
170 	com.android.contacts;com.android.mms;com.android.contacts;com.facebook.katana	mayor bill peduto was on undercover boss . i was posting it on fb and sending text messages and links to people to watch the show .
171 	com.facebook.katana;com.google.android.youtube;com.facebook.katana	went onto youtube and posted happy birthday video on russ 's timeline
172 	com.android.gallery3d;com.facebook.katana	selected a photo from gallery of man freezing waiting for port authority bus . then posted it onto my facebook timeline
173 	com.android.browser;com.facebook.katana	searching tv listings ; checking facebook for tv listings
174 	com.android.browser;com.android.chrome;com.android.calendar	checking when 'sirens ' would be airing ; marking when 'sirens ' was going to air
175 	com.android.chrome;com.facebook.katana	checking 'chicago fire ' air times ; posting about 'chicago fire '
176 	com.android.chrome;com.facebook.katana;com.google.android.youtube;com.facebook.katana;com.google.android.youtube;com.facebook.katana;com.lge.email	sending happy birthday messages to friends on facebook
177 	com.android.chrome;com.lge.sizechangable.weather	checking weather
178 	com.google.android.youtube;com.spotify.music	listening to favorites playlist then listening to david cassidy on spotify
179 	com.android.browser;com.android.browser;com.android.contacts;outgoing_call;com.android.incallui	googled 311 pittsburgh city services but it could n't connect .
180 	com.lge.camera;com.facebook.katana;com.facebook.katana	took a picture of fireman poster and posted it on facebook
181 	com.spotify.music;com.spotify.music;com.android.contacts;com.android.mms	sending a favorite song to a friend via text message
182 	com.buytopia.snap;com.facebook.katana;com.facebook.orca;com.facebook.katana	checking messages and opening a link to buytopia.com
183 	com.facebook.katana;com.pinterest;com.facebook.katana	checking facebook and clicking a pintrest link
184 	com.lge.email;com.android.calendar;com.android.chrome	reading the email from ming and responded with scheduling and updated my calender
185 	com.android.mms;com.android.contacts;com.android.gallery3d;com.facebook.katana	sending multimedia message to my sister marci and pulled photos from facebook gallery
186 	cmu.troy.androidlogger;com.lge.app.richnote	create a memo for the log
187 	com.lge.sizechangable.weather;com.android.chrome;com.lge.sizechangable.weather	check weather for going out tomorrow going to chrome for more accurate description
188 	com.facebook.katana;com.google.android.youtube;com.facebook.katana	checking for birthdays and going to youtube and then posting a birthday on beverly 's facebook
189 	com.google.android.apps.maps;com.lge.QuickClip;com.lge.app.richnote;com.google.android.apps.maps;com.lge.app.richnote;com.lge.app.richnote;com.lge.app.richnote	googled downtown post office location . pulled up a map and took a screenshot of the location and saved to notes
190 	com.android.calendar;com.facebook.katana;com.android.mms;com.android.mms	went to facebook and corresponding with marcy about lunch date changed from thursday to friday on calender
191 	com.lge.email;com.lge.email;com.lge.email;com.lge.email;com.lge.email;com.android.chrome	scanning emails and followed link onto to trivia quiz
192 	cmu.troy.androidlogger;com.lge.app.richnote;com.lge.shutdownmonitor	sent log to cmu then created memo to track this activity
193 	com.google.android.apps.plus;com.android.chrome	googling scott wolf in imdb from partty of 5 to see what else he has been associated with
194 	com.lge.email;com.android.chrome;com.lge.email;com.android.chrome;com.lge.email	checking overnight emails and connecting to links
195 	com.android.calendar;com.google.android.youtube;com.facebook.katana	checked calandar for birthdays . went to youtube to pick out a birthday message for ashlynn and posted it onto melanie 's fb page
196 	com.lge.sizechangable.weather;com.android.chrome;com.lge.sizechangable.weather	checking the weather app then linking to the website because their information is invalid on front screen
197 	com.facebook.katana;com.android.browser;com.facebook.katana;com.facebook.katana;com.lge.email	saw a post in facebook to vote for pgh legends ' hall of fame inductees . followed link to vote put in info then email verification was sent to me along with link to ballot . voted then reposted link on my fb page
198 	com.android.contacts;com.android.mms	started to send marci a message wondering the exact date that my poofcat died . deleted before sending
199 	com.android.contacts;com.android.chrome;com.android.contacts;com.android.browser;com.google.android.apps.maps;com.lge.QuickClip;com.lge.app.richnote;com.google.android.apps.maps	googling info on melissa 's house saved image from google copied to a memo double-checked her address in contacts called her
200 	com.android.contacts;com.android.phone;outgoing_call;com.lge.sizechangable.weather;com.android.chrome;com.lge.sizechangable.weather	checked weather app called duquesne light for current weather checked weather app again ... huge difference
201 	cmu.troy.androidlogger;com.lge.app.richnote	send the log and create a memo to log tuesday 's activities .
202 	com.facebook.katana;com.lge.app.richnote;com.facebook.katana	saw penguin on melanie 's facebook screen shot to memo of penguin and post it on susan 's facebook page .
203 	com.lge.sizechangable.weather;com.android.chrome;com.lge.sizechangable.weather	bouncing back and forth between weather application and accuweather.com
204 	com.android.mms;com.android.contacts;com.android.mms;com.android.contacts	received a message from marci about a post on facebook . sent her with a cartoon .
205 	com.android.contacts;com.android.mms;com.android.contacts	texting catt about lunch
206 	com.android.contacts;com.facebook.katana;com.facebook.orca;com.facebook.katana;com.android.contacts;com.facebook.katana;com.android.contacts;outgoing_call;com.android.incallui	went into contacts michelle 's number was n't there . went into facebook and messenger for her number and added to my contacts . call her from contacts .
207 	com.lge.sizechangable.weather;com.android.chrome;com.lge.sizechangable.weather	checking the weather and following a link to accuweather.com
208 	com.google.android.gm;com.android.chrome;com.google.android.gm;com.lge.email;com.yahoo.mobile.client.android.mail;com.facebook.katana	checking updates on various messaging programs
209 	com.yahoo.mobile.client.android.mail;com.android.chrome;com.yahoo.mobile.client.android.mail	opening up a link to online furniture shopping
210 	com.android.chrome;com.facebook.katana	i was checking fb updates and reading linked articles
211 	com.android.calendar;com.jb.gosms	i was checking my messages/status
212 	com.jbapps.contactpro;outgoing_call;com.android.incallui;com.ubercab;com.android.incallui;com.iobit.mobilecare;com.ubercab	i was calling an uber to go to a meeting
213 	com.facebook.katana;com.google.android.gm;com.jb.gosms	i was checking my messages
214 	com.pnc.ecommerce.mobile.vw.android;com.discoverfinancial.mobile	online banking
215 	flipboard.app;com.android.chrome;flipboard.app	i was reading news
216 	com.google.android.apps.maps;com.android.chrome	i was checking to make sure i was at the right place in south side
217 	com.android.chrome;steelersradio.activities	searching stats on the steelers/listening to the steeler game on the radio
218 	com.android.chrome;steelersradio.activities	steeler game on the radio
219 	com.yinzcam.nfl.steelers;steelersradio.activities	steeler game on radio . browsing yinz cam app
220 	com.facebook.katana;com.android.chrome	facebook chat with a friend
221 	com.facebook.katana;com.android.chrome	facebook chat with a friend
222 	com.lge.email;com.android.chrome	checking gmail from chrome
223 	com.lge.email;com.android.chrome	checking my yahoo email
224 	com.lge.smarttext;com.android.mms	opened accidentally while texting
225 	com.android.contacts;com.android.mms	texting my dads new number
226 	com.google.android.gm;com.android.chrome;cmu.troy.androidlogger	checking gmail account
227 	outgoing_call;com.android.incallui;com.android.mms;com.android.mms	calling my mom
228 	com.android.vending;com.google.android.apps.maps	downloading google maps app for android
229 	com.android.chrome;com.facebook.katana	using the facebook chat app
230 	com.android.mms;com.google.android.apps.maps	getting directions to a friends house
231 	com.spotify.music;com.pandora.android	app was n't working so i opened up pandora
232 	com.lge.smarttext;com.android.mms	app opening up accidentally while texting
233 	com.facebook.katana;com.android.chrome	using facebook chat
234 	com.lge.smarttext;com.android.chrome	app opens up accidentally sometimes when typing into browser
235 	com.android.chrome;com.google.android.gm	checking my g-mail account
236 	com.lge.email;com.android.chrome	checking my yahoo e-mail account
237 	com.google.android.gms;com.android.chrome	checking my g-mail account
238 	com.google.android.gm;com.android.chrome	checking my gmail
239 	com.lge.email;com.android.chrome	checking my yahoo account
240 	com.android.settings;com.latedroid.juicedefender	trying to save battery
241 	com.android.chrome;com.google.android.youtube	searching youtube through chrome
242 	com.lge.clock;com.android.chrome;com.lge.clock;com.android.mms;com.android.chrome;com.lge.clock;com.android.chrome;com.lge.clock;com.google.android.youtube;com.lge.clock;com.google.android.youtube	listening to metal playlist-suicide silence while keeping track of time on work out
243 	com.lge.clock;com.google.android.youtube	listening to metal playlist-suicide silence while keeping track of time on work out
244 	com.android.chrome;com.kakao.talk;com.android.calculator2;com.android.chrome;com.android.calculator2;com.kakao.talk	talking with my friend on kakaotalk about our spring break plans and where we should go . checked my pnc account via google chrome to see that i have enough money to go . used calculator to see how much i would have after i pay all my rent and bills .
245 	com.lge.email;com.infraware.polarisoffice	got an email from a phd student i work with in the lab about a task he has for me . the email came with a pdf file and i opened it with my phone .
246 	com.vzw.hss.myverizon;com.kakao.talk	my sister told me to pay our phone bill and i opened the verizon app to do so .
247 	com.kakao.talk;com.android.chrome	i got up at 5:48 and the first thing i did was check my messages . i got one and sent my friend a text . then i checked my schedule on sio to let my friend know when my last class ends
248 	com.android.chrome;com.kakao.talk;com.android.chrome;com.kakao.talk;com.infraware.polarisoffice;com.lge.app.richnote;com.kakao.talk	talking with my friend via text application about a homework assignment for a class we both take . downloaded the homework document from blackboard and read it . note application used to document when the homework is due .
249 	com.kakao.talk;com.google.android.apps.maps;com.android.vending;com.kakao.talk	checking to see what the best way to pamela 's diner ( shadyside ) is from cmu campus . talking with my friend via kakaotalk to discuss when to meet to go to lunch .
250 	com.android.contacts;com.kakao.talk;com.android.contacts;com.kakao.talk;com.android.chrome;com.kakao.talk	checked to see if i still have my friend 's phone number ; synced my contacts with kakaotalk to get my friend on kakaotalk friends list .
251 	com.android.calculator2;com.android.calculator2;com.android.calculator2;com.android.calculator2;com.kakao.talk;com.venmo	calculated how much i would have after paying rent and having my friend pay her half of the travel expense ; asked my friend when she can pay me back ; request my friend for the money ;
252 	com.lge.app.richnote;com.google.android.apps.maps;com.lge.app.richnote;com.google.android.apps.maps;com.android.chrome	saw the list of places me and my friend will be going during spring break ; opened google map to see how far the different hotels in las vegas are from each other and how long it takes on foot ; googled to see if there are any lyfts or uber in las vegas ;
253 	com.google.android.apps.maps;com.android.chrome;com.ubercab;com.lge.app.richnote;com.ubercab;com.android.vending;me.lyft.android	checking the location of our hotel me and my friends will be staying in las vegas ; opened uber to see if there are ubers in las vegas ; downloaded lyft ; checked to see if there are lyfts in las vegas
254 	com.android.chrome;com.infraware.polarisoffice;com.android.vending;com.fti.ridegenie.passenger	googled public means of transportation in las vegas ; downloaded a document related to public buses in las vegas showing bus routes and times ; downloaded ride genie ; checked ridegenie to see if this app is usable in las vegas
255 	com.imdb.mobile;com.imdb.mobile;com.imdb.mobile;com.lge.app.richnote;com.imdb.mobile;com.lge.app.richnote;com.imdb.mobile;com.lge.app.richnote;com.imdb.mobile	i was with my friend when we discussed downloading a movie to watch that night . i have a list of movies that i wanted to watch on richnote and was checking it out
256 	com.android.vending;com.kakao.talk;com.kakao.talk.theme.hellobear;com.kakao.talk	saw list of themes i can download for this app ; downloaded one of the themes via android app market .
257 	com.android.chrome;com.google.android.gm;com.android.chrome	signed on to a website ( do n't remember which ) and the website sent a confirmation/verification email to my gmail account ; signed into my gmail account to see the email
258 	com.android.chrome;com.google.android.apps.maps;com.accuweather.android;com.google.android.apps.maps;com.accuweather.android;com.google.android.apps.maps;com.android.chrome	searching for places to go in las vegas with a friend ; checked the walking distance between our hotel and another hotel ; checking the weather in las vegas .
259 	com.lge.email;com.lge.email;com.android.chrome	checking email about a package ; tracking package
260 	com.android.chrome;com.android.gallery3d	shopping online ; checking screen shot of purchase
261 	com.android.settings;com.lge.music	turning on bluetooth speaker ; turning on shuffle playlist
262 	jp.co.johospace.jorte;jp.co.johospace.jorte;com.lge.email	listing things to do over spring break in calender ; checking travel ticket for spring break
263 	com.android.settings;com.lge.music	connecting phone to blue tooth ; shuffle music
264 	com.kakao.talk;jp.co.johospace.jorte	texting with friend about homework ; recording homework in calender
265 	com.kakao.talk;com.android.gallery3d	sending a photo via text ; looking at the photo
266 	com.kakao.talk;com.android.gallery3d	receiving a photo via text ; opening the photo
267 	com.kakao.talk;jp.co.johospace.jorte;com.kakao.talk	texting about homework ; marking off the homework from list ;
268 	com.lge.email;com.android.chrome;com.kakao.talk;com.android.chrome;com.lge.email;com.android.chrome;com.lge.email;com.android.chrome;com.lge.email;com.android.chrome;com.kakao.talk	checked email from expedia about a reservation i made
269 	com.android.gallery3d;com.kakao.talk	checked the screenshot of an email
270 	com.android.chrome;com.android.vending	logged on to facebook to chat
271 	com.android.gallery3d;com.lge.camera;com.android.gallery3d	checked a photo i took of a software in my lab
272 	com.lge.email;com.android.chrome	got a new email and checked it
273 	com.android.chrome;com.lge.music;com.lge.music	my friend went on to grooveshark.com to play music
274 	com.lge.camera;com.android.gallery3d	my friend took a selfie
